EMPLEADO,REG,CONCEPTO,ACCION,UNIDAD,IMPORTE,PORCENTAJE,FECHA,SEMANA,FECHA_INI,FECHA_FIN,DURACION,FOLIO,CONSECUENCIA,CONTROL
1150330,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1150330,0,DIAS AGENDAD,O,1,,,30/08/2019,,,,,,,
1150330,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1150330,0,DIAS TRABA,O,1,,,,,,,,,,
1150330,0,RETARDO ENT,O,1,,,20/08/2019,,,,,,,
1150330,0,RETARDO ENT,O,1,,,21/08/2019,,,,,,,
1150330,0,RETARDO ENT,O,1,,,22/08/2019,,,,,,,
1150330,0,RETARDO ENT,O,1,,,23/08/2019,,,,,,,
1150330,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150330,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1150330,0,RETARDO SAL,O,1,,,20/08/2019,,,,,,,
1150330,0,RETARDO SAL,O,1,,,22/08/2019,,,,,,,
1150330,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1150330,0,RETARDO SAL,O,1,,,29/08/2019,,,,,,,
1150330,0,RETARDO SAL,O,1,,,30/08/2019,,,,,,,
1150356,0,DIAS TRABA,O,1,,,,,,,,,,
1150356,0,HRS AGENDADA,O,0,,,01/09/2019,,,,,,,
1150356,0,HRS AGENDADA,O,0,,,24/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,0,,,25/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,0,,,31/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1150356,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1150356,0,HRS REPOSICI,O,1,,,24/08/2019,,,,,,,
1150356,0,HRS TRABAJAD,O,1,,,,,,,,,,
1150356,0,RETARDO SAL,O,1,,,24/08/2019,,,,,,,
1150368,0,BONO ESP VES,O,,1,,,,,,,,,
1150368,0,DIAS TRABA,O,1,,,,,,,,,,
1150368,0,HOR NO TRABA,O,1,,,28/08/2019,,,,,,,
1150368,0,HOR NO TRABA,O,1,,,29/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1150368,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,27/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,19/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,20/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,21/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,24/08/2019,,,,,,,
1150368,0,HRS REPOSICI,O,1,,,26/08/2019,,,,,,,
1150368,0,HRS TRABAJAD,O,1,,,,,,,,,,
1150368,0,RETARDO SAL,O,1,,,21/08/2019,,,,,,,
1150407,0,DIAS TRABA,O,1,,,,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,30/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,21/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,19/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,23/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,20/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,26/08/2019,,,,,,,
1150407,0,HOR NO TRABA,O,1,,,28/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1150407,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1150407,0,HRS REPOSICI,O,1,,,19/08/2019,,,,,,,
1150407,0,HRS REPOSICI,O,1,,,26/08/2019,,,,,,,
1150407,0,HRS REPOSICI,O,1,,,23/08/2019,,,,,,,
1150407,0,HRS REPOSICI,O,1,,,20/08/2019,,,,,,,
1150407,0,HRS REPOSICI,O,1,,,21/08/2019,,,,,,,
1150407,0,HRS TRABAJAD,O,1,,,,,,,,,,
1150407,0,RETARDO ENT,O,1,,,21/08/2019,,,,,,,
1150407,0,RETARDO ENT,O,1,,,22/08/2019,,,,,,,
1150407,0,RETARDO ENT,O,1,,,26/08/2019,,,,,,,
1150407,0,RETARDO ENT,O,1,,,27/08/2019,,,,,,,
1150407,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150415,0,DIAS TRABA,O,1,,,,,,,,,,
1150415,0,HOR NO TRABA,O,1,,,22/08/2019,,,,,,,
1150415,0,HOR NO TRABA,O,1,,,31/08/2019,,,,,,,
1150415,0,HOR NO TRABA,O,1,,,20/08/2019,,,,,,,
1150415,0,HOR NO TRABA,O,1,,,29/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1150415,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1150415,0,HRS TRABAJAD,O,1,,,,,,,,,,
1150415,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150415,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1150415,0,VAC DISFRUTE HRS,,,,,,,23/08/2019,23/08/2019,1,,,
1150415,0,VAC DISFRUTE HRS,,,,,,,24/08/2019,24/08/2019,1,,,
1150421,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,20/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,30/08/2019,,,,,,,
1150421,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1150421,0,DIAS TRABA,O,1,,,,,,,,,,
1150421,0,RETARDO ENT,O,1,,,19/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,20/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,21/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,22/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,26/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,27/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1150421,0,RETARDO ENT,O,1,,,30/08/2019,,,,,,,
1150421,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1150427,0,BONO ESP VES,O,,1,,,,,,,,,
1150427,0,DIAS TRABA,O,1,,,,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,01/09/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,29/08/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,30/08/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,28/08/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,22/08/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,27/08/2019,,,,,,,
1150427,0,HOR NO TRABA,O,1,,,20/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1150427,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1150427,0,HRS DOMINGO,O,1,,,01/09/2019,,,,,,,
1150427,0,HRS DOMINGO,O,1,,,25/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,23/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,29/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,22/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,26/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,20/08/2019,,,,,,,
1150427,0,HRS REPOSICI,O,1,,,27/08/2019,,,,,,,
1150427,0,HRS TRABAJAD,O,1,,,,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,20/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,30/08/2019,,,,,,,
1150436,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1150436,0,DIAS TRABA,O,1,,,,,,,,,,
1150436,0,RETARDO SAL,O,1,,,19/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,20/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,21/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,22/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,26/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,28/08/2019,,,,,,,
1150436,0,RETARDO SAL,O,1,,,29/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,20/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1150443,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1150443,0,DIAS TRABA,O,1,,,,,,,,,,
1150443,0,FALTA,,,,,,,23/08/2019,23/08/2019,,,,
1150443,0,RETARDO ENT,O,1,,,20/08/2019,,,,,,,
1150443,0,RETARDO ENT,O,1,,,21/08/2019,,,,,,,
1150443,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150443,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1150443,0,RETARDO SAL,O,1,,,26/08/2019,,,,,,,
1150443,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1150443,0,VAC DISFRUTE,,,,,,,30/08/2019,30/08/2019,,,,
1150474,0,DIA DOMINGO,O,1,,,25/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,20/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1150474,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1150474,0,DIAS TRABA,O,1,,,,,,,,,,
1150474,0,PERM CON GOCE,,,,,,,30/08/2019,30/08/2019,,,,
1150474,0,RETARDO ENT,O,1,,,23/08/2019,,,,,,,
1150474,0,RETARDO ENT,O,1,,,26/08/2019,,,,,,,
1150474,0,RETARDO ENT,O,1,,,27/08/2019,,,,,,,
1150474,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1150474,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1151173,0,DIAS TRABA,O,1,,,,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1151173,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1151173,0,HRS TRABAJAD,O,1,,,,,,,,,,
1152358,0,DIAS TRABA,O,1,,,,,,,,,,
1152358,0,FALTA,,,,,,,29/08/2019,29/08/2019,,,,
1152358,0,HOR NO TRABA,O,1,,,24/08/2019,,,,,,,
1152358,0,HOR NO TRABA,O,1,,,27/08/2019,,,,,,,
1152358,0,HOR NO TRABA,O,1,,,30/08/2019,,,,,,,
1152358,0,HOR NO TRABA,O,1,,,26/08/2019,,,,,,,
1152358,0,HOR NO TRABA,O,1,,,28/08/2019,,,,,,,
1152358,0,HOR NO TRABA,O,1,,,19/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1152358,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1152358,0,HRS FALTA,O,1,,,29/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,26/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,28/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,30/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,27/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,19/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,21/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,22/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,23/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,24/08/2019,,,,,,,
1152358,0,HRS NOCT 03,O,1,,,20/08/2019,,,,,,,
1152358,0,HRS REPOSICI,O,1,,,20/08/2019,,,,,,,
1152358,0,HRS REPOSICI,O,1,,,27/08/2019,,,,,,,
1152358,0,HRS REPOSICI,O,1,,,28/08/2019,,,,,,,
1152358,0,HRS REPOSICI,O,1,,,26/08/2019,,,,,,,
1152358,0,HRS REPOSICI,O,1,,,30/08/2019,,,,,,,
1152358,0,HRS TRABAJAD,O,1,,,,,,,,,,
1152358,0,RETARDO ENT,O,1,,,19/08/2019,,,,,,,
1152358,0,RETARDO SAL,O,1,,,26/08/2019,,,,,,,
1152358,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1152358,0,RETARDO SAL,O,1,,,30/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,20/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,30/08/2019,,,,,,,
1152362,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1152362,0,DIAS TRABA,O,1,,,,,,,,,,
1152362,0,RETARDO ENT,O,1,,,20/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,23/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,26/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,27/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1152362,0,RETARDO ENT,O,1,,,30/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,19/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,20/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,21/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,22/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,26/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,27/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,28/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,29/08/2019,,,,,,,
1152362,0,RETARDO SAL,O,1,,,30/08/2019,,,,,,,
1152387,0,DIAS TRABA,O,1,,,,,,,,,,
1152387,0,HOR NO TRABA,O,1,,,21/08/2019,,,,,,,
1152387,0,HOR NO TRABA,O,1,,,24/08/2019,,,,,,,
1152387,0,HOR NO TRABA,O,1,,,26/08/2019,,,,,,,
1152387,0,HOR NO TRABA,O,1,,,22/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,19/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,20/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,21/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,22/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,23/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,24/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,27/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,28/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,29/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,30/08/2019,,,,,,,
1152387,0,HRS AGENDADA,O,1,,,31/08/2019,,,,,,,
1152387,0,HRS REPOSICI,O,1,,,21/08/2019,,,,,,,
1152387,0,HRS REPOSICI,O,1,,,28/08/2019,,,,,,,
1152387,0,HRS REPOSICI,O,1,,,27/08/2019,,,,,,,
1152387,0,HRS TRABAJAD,O,1,,,,,,,,,,
1152387,0,RETARDO SAL,O,1,,,19/08/2019,,,,,,,
1152387,0,RETARDO SAL,O,1,,,20/08/2019,,,,,,,
1152387,0,RETARDO SAL,O,1,,,22/08/2019,,,,,,,
1152387,0,RETARDO SAL,O,1,,,23/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,01/09/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,19/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,21/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,22/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,23/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,24/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,25/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,26/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,27/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,28/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,29/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,30/08/2019,,,,,,,
1152414,0,DIAS AGENDAD,O,1,,,31/08/2019,,,,,,,
1152414,0,DIAS TRABA,O,1,,,,,,,,,,
1152414,0,RETARDO ENT,O,1,,,19/08/2019,,,,,,,
1152414,0,RETARDO ENT,O,1,,,21/08/2019,,,,,,,
1152414,0,RETARDO ENT,O,1,,,23/08/2019,,,,,,,
1152414,0,RETARDO ENT,O,1,,,27/08/2019,,,,,,,
1152414,0,RETARDO ENT,O,1,,,28/08/2019,,,,,,,
1152414,0,RETARDO ENT,O,1,,,29/08/2019,,,,,,,
1152414,0,RETARDO SAL,O,1,,,30/08/2019,,,,,,,
1152414,0,VAC DISFRUTE,,,,,,,20/08/2019,20/08/2019,,,,
1152415,0,DIAS TRABA,O,1,,,,,,,,,,
1152415,0,FALTA,,,,,,,31/08/2019,31/08/2019,,,,
1152415,0,HOR NO TRABA,O,1,,,23/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,27/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,29/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,19/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,20/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,28/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,21/08/2019,,,,,,,
1152415,0,HOR NO TRABA,O,1,,,22/08/2019,,,,,,,
1152415,0,HRS AGENDADA,O,1,,,01/09/2019,,,,,,,
1152415,0,HRS AGENDADA,O,1,,,25/08/2019,,,,,,,
1152415,0,HRS AGENDADA,O,1,,,26/08/2019,,,,,,,
